grunnkrets_id,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
1040904,22,6,42,48,7,8,17,66
7130301,88,59,128,78,7,14,17,43
10010203,87,94,180,206,5,16,17,185
8060308,34,15,32,56,0,7,17,32
4121204,34,34,68,76,6,14,17,35
4200503,23,12,51,28,6,15,17,52
5020604,63,27,88,92,0,8,18,71
16120213,35,27,31,44,0,12,18,32
17170109,58,21,107,96,20,18,18,89
11020401,185,64,163,128,10,19,18,132
2310308,61,59,119,90,7,25,18,82
12350906,48,42,58,46,0,0,18,19
2110210,42,13,64,30,0,5,18,19
11490902,70,47,109,84,0,17,18,67
20020105,31,12,49,58,7,10,18,112
12240404,34,61,73,82,0,16,18,92
15480303,95,28,83,100,15,17,18,89
8210205,84,22,114,102,0,19,18,82
18051101,202,31,116,86,8,0,18,42
1040806,32,23,69,86,0,4,18,27
16011603,81,30,82,82,0,4,18,63
15020503,72,29,85,154,0,8,18,101
3010802,99,22,91,232,8,15,18,446
7010202,82,35,110,112,10,16,18,69
6200209,93,76,132,108,12,17,18,148
16530502,27,30,42,56,4,11,18,32
12010112,39,10,37,118,0,7,18,209
10290108,20,29,49,42,0,11,18,37
5160205,67,29,64,82,6,12,18,58
9065407,53,31,64,62,12,12,18,64
18051201,193,42,115,118,0,19,15,102
4190503,70,50,102,98,0,7,17,58
15020505,70,34,60,162,6,26,17,188
6270110,46,37,104,86,4,13,17,47
4120923,92,59,92,78,0,8,17,49
2200303,156,53,199,170,0,12,17,88
11200303,203,58,153,108,9,19,17,90
4030111,39,9,12,40,4,9,17,40
12010625,56,0,42,124,9,17,17,211
18150108,45,43,46,46,0,19,17,51
18330203,75,52,70,242,4,23,17,160
2170108,71,31,160,60,0,11,17,43
3011105,93,31,55,160,16,12,17,296
11030101,171,27,156,104,10,25,17,108
6040212,20,12,32,38,0,0,17,23
14110303,39,16,72,62,0,0,17,43
16530208,40,6,27,32,0,4,17,28
11270102,52,51,125,112,0,4,17,69
2140220,23,18,80,66,0,6,17,60
19023201,38,16,28,46,0,10,17,27
18130305,29,22,29,72,10,11,17,74
9061301,47,20,62,66,0,13,17,54
2260403,34,25,93,72,0,4,17,81
5021202,22,15,56,44,0,8,17,20
6040602,86,29,106,146,11,8,17,131
20020101,53,21,70,86,6,15,17,110
17020109,75,22,75,76,0,0,17,27
11031726,88,53,233,54,0,4,17,38
1040504,46,4,21,66,9,5,17,143
14160104,54,18,64,42,0,7,17,68
14410202,61,36,88,70,0,8,17,53
12010804,186,95,236,212,4,21,17,120
4020110,33,6,50,102,0,10,17,43
12450108,90,68,143,116,20,9,17,86
4030502,49,19,57,78,5,9,17,52
5160306,84,51,117,88,4,7,17,43
5120204,70,22,94,104,8,6,17,93
17020306,36,30,62,148,9,8,17,48
15660502,63,18,62,56,0,11,17,39
18040410,15,9,26,52,0,26,17,80
5020401,23,0,16,90,0,6,17,196
2190609,94,25,52,58,4,17,17,84
2191121,130,44,133,96,5,23,17,62
16380409,58,22,43,50,0,4,17,33
2310715,17,9,7,138,0,6,17,58
16015213,50,23,73,94,7,7,17,105
20210102,19,21,56,28,12,12,17,28
5020301,97,16,47,208,17,12,17,150
1040106,77,16,56,68,9,13,17,29
3014306,148,36,64,82,6,15,17,132
7060708,31,12,29,10,0,0,17,35
7060303,36,10,56,24,0,0,17,53
10011801,60,45,167,148,0,4,17,57
1051203,28,17,36,42,0,6,17,24
12460401,100,35,101,66,5,11,17,57
3012305,117,9,64,246,4,13,17,531
11350303,38,21,33,48,16,18,17,31
11490309,52,32,94,82,8,10,17,37
12010622,75,35,38,184,16,13,17,284
12010105,68,26,50,188,0,22,17,238
6040103,19,23,29,38,0,4,17,29
10460103,93,9,51,50,0,4,17,33
18040613,74,7,77,46,0,12,17,44
16015212,176,89,214,192,0,15,17,103
18040813,152,79,175,132,7,17,17,149
9065202,34,18,35,56,0,0,17,36
15570103,31,0,59,34,0,0,17,18
14160301,38,22,64,84,0,0,17,95
5290406,57,16,46,60,5,5,17,54
20200206,43,26,60,50,0,8,17,37
12010322,105,26,83,138,15,36,17,166
5020608,59,19,77,64,0,6,17,39
5140102,10,16,7,10,0,8,17,18
16570305,52,33,135,96,0,9,17,68
8270104,74,39,80,62,0,12,17,76
1040302,113,69,142,190,5,13,17,71
5440206,31,17,77,48,0,16,17,31
7060903,30,45,68,88,0,5,17,41
1050107,81,20,73,58,13,7,17,54
18330310,85,33,75,80,6,7,17,49
5280102,59,16,96,114,0,12,17,46
19023106,0,9,12,10,0,14,17,15
19330212,54,32,71,76,13,17,17,44
12210503,97,32,104,122,8,0,17,100
3014504,226,88,285,228,4,14,17,117
19240206,38,23,66,40,0,7,17,27
4120102,78,65,131,168,9,11,17,76
7200206,99,36,149,172,27,19,17,246
11060109,32,12,37,60,0,0,17,83
16015107,162,68,222,122,6,7,17,108
4121202,16,13,25,178,7,8,17,244
16170206,68,13,46,62,4,9,17,72
3012609,130,13,58,144,13,18,17,276
7090707,71,37,144,94,0,28,17,48
2370301,32,33,47,74,0,0,17,54
20040105,40,16,56,36,10,4,17,59
1010502,85,40,121,108,10,10,17,71
2340105,108,51,147,54,5,0,17,43
1053109,99,30,64,68,9,12,17,70
10460104,149,72,108,114,0,20,17,134
11460101,59,35,105,86,0,11,17,61
10030208,115,35,135,104,4,0,17,52
2290313,23,45,35,62,0,8,17,45
16530107,40,21,79,46,6,0,17,33
2191608,124,10,86,48,0,0,17,26
2140106,38,11,52,66,0,0,17,49
6260102,79,9,98,42,0,4,17,29
4250105,33,33,55,94,0,7,17,64
4030807,102,37,41,108,6,10,17,61
20120507,94,40,142,62,9,11,17,54
8070207,30,34,47,62,0,0,17,32
19400104,13,9,24,32,0,5,17,45
7020211,57,29,86,64,0,7,17,38
2310605,58,41,83,44,0,8,17,20
15710105,27,15,48,48,0,12,17,71
7020101,52,13,40,76,16,12,17,92
2150307,59,67,89,112,9,12,17,100
15600203,18,0,32,26,5,0,17,14
2190314,120,21,137,70,0,6,17,44
1040303,74,32,156,84,0,8,17,47
6020405,83,35,114,112,0,16,17,61
18040516,94,27,76,118,7,16,17,134
7010302,19,0,43,22,5,0,17,24
20180117,11,24,74,68,4,10,17,82
2160302,142,54,188,148,7,27,17,91
12280310,51,7,34,58,6,0,17,112
4020513,28,23,29,34,0,6,17,34
1050312,67,64,126,120,0,6,17,25
10170405,123,39,117,140,10,9,17,94
2190910,81,31,110,182,0,14,17,82
8150405,41,41,69,108,0,21,17,76
14410105,66,12,106,68,0,0,17,44
7061011,70,48,87,88,0,6,17,57
10011106,75,36,82,204,0,10,17,171
2260104,37,34,69,68,10,9,17,64
2210408,41,26,29,44,0,0,10,24
2290306,74,30,64,104,0,13,15,66
2191810,31,22,23,62,0,4,15,66
4280204,38,22,43,70,0,10,14,54
18680204,62,65,165,92,13,11,14,100
17500103,46,18,58,118,4,11,14,129
18330105,72,41,118,90,0,13,14,61
11032101,183,66,147,176,7,20,14,85
18380205,0,12,13,24,0,0,14,16
2370309,50,20,37,44,0,0,14,29
10370103,37,16,52,58,6,0,14,55
6190208,68,17,79,72,0,0,14,45
12630206,102,35,95,88,7,6,14,39
2191023,70,21,65,54,0,10,14,115
4121104,23,7,78,54,0,0,14,41
12460204,116,32,104,64,0,4,14,67
12190506,111,12,72,78,5,7,14,42
11030707,151,69,137,96,6,10,14,76
14210106,82,21,78,54,0,13,14,81
17190203,85,40,72,92,16,12,14,51
4120125,38,9,34,18,0,0,14,25
12190402,92,36,165,86,8,0,14,60
4170105,84,24,72,94,13,8,14,94
11060707,40,47,37,104,6,12,14,53
6020601,33,45,28,374,0,14,14,347
18240302,43,32,83,142,11,15,14,139
16018116,64,27,139,82,0,21,14,54
15350302,18,0,0,18,0,0,14,15
5290502,74,34,108,94,0,0,14,45
4280602,27,29,31,66,0,4,14,41
12110103,158,38,144,122,9,5,14,68
5020611,54,23,70,70,10,7,14,113
2190313,146,60,234,104,6,9,14,82
2190316,92,47,183,68,0,8,14,45
14280111,51,25,46,82,0,0,14,56
2310412,80,43,82,66,0,12,14,68
5320301,35,12,55,84,0,10,14,41
4030102,27,19,15,130,0,12,14,70
18700202,46,13,73,42,0,0,14,47
4270904,25,34,40,62,0,0,14,57
17030411,82,31,138,66,16,4,14,51
12210404,100,36,86,118,14,6,14,72
11490506,77,17,59,72,0,8,14,28
16120102,0,14,21,10,5,0,14,19
16013205,57,0,39,46,5,4,14,34
16440201,23,35,35,42,0,7,14,24
6230105,50,13,74,50,4,8,14,29
8070303,51,6,22,46,12,18,14,37
19030405,91,37,92,96,26,39,14,114
8061804,60,24,95,82,5,0,14,40
16360104,68,36,78,64,0,8,14,42
15020602,43,37,46,78,0,4,14,44
2310910,135,41,131,112,6,6,14,83
10010909,72,9,8,126,0,6,14,230
8061406,59,38,68,162,0,6,14,42
12350704,36,44,77,70,0,8,14,52
7010501,37,21,87,158,0,9,14,45
2192016,36,34,63,58,0,10,14,47
16017512,107,52,220,110,6,12,14,53
5280509,24,14,43,68,6,14,14,42
8140205,52,54,83,68,0,14,14,52
6050601,48,29,54,88,0,16,14,38
20020107,22,27,46,54,10,6,14,96
14390105,58,38,56,76,0,6,14,53
2190415,89,45,148,112,6,8,14,57
11490201,61,23,51,50,0,10,14,40
5330302,191,54,137,142,10,4,14,95
16017410,71,45,100,128,0,0,14,35
11031719,134,126,221,98,18,20,14,61
12640109,54,50,94,100,4,8,14,87
15660207,32,6,38,72,0,10,14,74
11030616,96,46,128,78,0,10,14,55
4030709,50,24,71,92,21,10,14,56
16012218,256,12,84,128,6,17,14,86
19022036,193,84,274,188,0,27,14,86
20040302,47,28,68,60,0,6,14,75
17420113,0,6,33,34,0,8,14,35
1065506,27,28,63,60,8,0,14,27
2190310,50,27,62,62,0,0,14,66
11032504,100,30,150,68,0,7,14,34
2311101,22,6,8,30,0,8,14,55
20250202,33,21,29,68,5,8,14,54
18330207,21,18,22,120,5,9,14,109
3012505,84,0,41,116,12,12,14,264
4030306,58,30,84,74,0,13,14,66
14010301,53,27,79,104,15,15,14,195
2192108,156,62,163,114,0,16,14,33
3010912,189,54,57,298,11,23,14,403
5430202,9,18,37,26,0,0,14,19
15160108,122,20,112,78,10,6,14,84
1040512,35,31,46,136,0,6,14,101
16014108,82,31,46,112,0,7,14,127
5010305,103,40,88,102,0,8,14,67
4340203,28,31,51,60,10,15,14,79
18040702,87,31,164,86,0,15,14,39
18410402,22,25,68,34,6,5,14,30
18700107,47,15,54,62,10,5,14,52
12190401,63,49,125,118,0,6,14,42
12240105,53,13,67,54,4,8,14,45
11460309,47,27,36,74,4,9,14,40
2280408,62,26,95,92,11,4,14,104
2190617,82,19,91,52,0,0,14,37
12310204,37,17,59,52,0,0,14,30
18040808,151,70,92,136,6,8,14,61
2150104,40,42,59,156,0,13,14,56
18240205,32,24,88,52,6,0,14,29
1052303,63,17,83,58,0,0,14,43
15040503,99,11,115,56,4,6,14,48
16570101,75,44,63,80,0,6,14,33
19390105,19,29,26,20,5,8,14,20
5021009,112,61,80,110,14,8,14,44
2160602,74,35,117,118,0,8,14,79
10040308,37,10,43,26,0,13,14,21
8050310,14,9,95,64,0,13,14,53
8050309,42,19,49,114,0,0,14,43
7230107,23,28,20,80,0,9,14,83
10320102,96,26,137,126,11,9,14,65
5010304,40,45,51,76,0,8,14,55
16014221,105,40,91,96,0,10,14,76
3012901,173,79,57,528,21,29,14,523
12470102,59,0,95,72,0,4,14,46
15160106,54,26,29,106,0,4,14,231
15050205,39,42,69,84,13,7,14,100
2310409,173,26,127,78,5,8,14,47
2140222,91,18,48,60,0,15,14,48
2192013,70,21,64,36,0,0,14,41
9190119,45,17,48,52,5,0,14,24
16120210,55,25,72,68,8,7,14,46
17020113,90,43,59,148,0,10,14,52
5380308,45,40,53,96,0,12,14,38
3011701,72,9,20,152,0,12,14,287
2160208,116,33,68,60,14,21,14,79
18040713,19,20,23,22,0,0,14,11
15040303,60,17,30,182,4,16,14,353
17140209,48,26,58,44,4,0,14,26
7090610,75,25,74,70,0,12,14,39
1062005,60,31,62,50,7,8,14,53
3013923,86,27,129,104,0,10,14,45
6270201,86,35,86,64,0,16,14,55
5010513,65,20,39,168,10,20,14,142
15040302,74,25,39,236,9,33,14,478
16440205,19,12,52,44,8,0,14,78
15730110,15,11,35,46,0,0,14,29
8070404,43,15,34,44,0,4,14,49
2201509,0,0,13,6,0,7,14,7
12010706,14,23,46,18,0,0,14,15
20040403,59,12,88,34,0,0,14,27
17440111,20,12,38,50,0,0,14,28
10180108,47,15,47,88,0,0,14,57
11270404,80,25,68,100,0,0,14,45
20250101,14,23,48,36,9,6,14,51
7230104,49,34,72,70,11,6,14,76
16015120,168,40,146,100,0,6,14,83
1061302,39,18,9,246,0,6,14,230
19420202,42,6,26,28,0,7,14,45
9010303,40,37,71,60,0,7,14,44
14440106,42,24,79,44,0,9,14,33
12350305,115,81,136,64,16,6,14,72
10040205,14,0,10,30,0,8,14,82
14200102,36,26,74,58,0,8,14,44
12010504,44,38,61,152,0,8,14,135
12010614,104,15,81,190,8,8,14,231
6250207,134,72,179,112,7,11,14,60
18120109,60,10,42,80,0,0,14,37
10030213,50,23,37,50,0,6,14,36
18040603,82,20,120,42,0,10,14,32
1066403,39,18,60,62,0,10,14,24
15470107,27,6,40,26,0,5,14,17
16014230,23,0,25,68,0,0,14,42
16530506,23,18,18,14,0,6,13,25
12560209,98,47,116,100,0,8,13,36
18330204,40,0,46,60,0,9,13,81
15170208,41,25,48,18,4,12,13,28
4270305,64,32,86,142,4,12,13,88
5210202,30,22,51,72,4,14,13,77
9040217,36,19,92,60,4,0,13,50
10370307,63,20,81,74,9,0,13,59
19130201,50,16,35,84,0,12,13,56
14200204,148,54,193,146,20,15,13,213
12010308,64,18,48,110,0,18,13,166
12460301,92,37,117,82,7,0,13,36
15020305,52,38,47,100,0,0,13,51
6040609,54,21,91,84,0,4,13,53
1270101,47,24,104,86,0,6,13,49
11020616,313,6,314,46,0,13,14,46
5021306,27,10,15,42,0,7,13,65
8070405,28,12,31,60,7,10,13,110
6200107,31,13,63,70,0,10,13,57
5320205,23,20,35,18,0,11,13,40
4340103,27,10,67,68,0,14,13,52
11032203,149,58,292,196,4,10,13,95
16014109,81,69,167,126,0,11,13,112
15051202,71,35,81,66,7,7,13,49
18410204,40,9,83,82,0,11,13,41
18040415,24,0,37,66,7,13,13,138
17440110,61,25,61,90,8,0,13,43
19020217,78,54,123,64,8,12,13,56
10030107,29,0,63,48,0,0,13,104
20030302,0,9,52,32,0,4,13,22
3014410,133,58,198,148,0,5,13,82
14380105,45,10,18,34,0,8,13,10
5320103,35,10,79,44,0,14,14,43
3010210,196,0,20,464,49,16,14,987
20300206,65,31,61,58,0,19,14,39
11060702,41,17,48,42,0,0,14,31
12010813,69,25,52,78,0,0,14,32
12230105,27,14,37,40,0,4,14,53
4020103,16,28,55,54,0,6,14,68
9065409,11,32,21,46,6,8,14,30
10030209,32,39,57,52,0,14,14,34
15040308,91,29,96,122,0,18,14,50
4030205,139,60,130,214,15,20,14,120
15200101,16,16,35,26,0,0,14,26
10030215,42,19,57,66,14,4,14,87
20300303,27,12,30,72,0,6,14,127
9260215,26,18,63,98,21,8,14,107
18040304,120,36,116,182,6,10,14,218
11460205,117,26,171,106,15,12,14,74
20040204,44,42,84,54,12,13,14,57
9065406,68,23,67,166,0,14,14,151
16015308,34,9,42,52,0,4,14,28
16200209,48,19,27,48,0,5,14,39
4190304,48,20,40,90,0,8,14,49
10010601,63,17,49,50,6,10,14,68
15450107,41,0,27,52,0,12,14,23
11030712,106,31,77,42,6,14,14,60
7130302,67,27,95,60,7,14,14,33
18330210,35,19,74,180,7,16,14,186
8060204,75,59,145,170,5,6,14,68
4030405,53,6,44,376,10,8,14,413
12510104,91,56,159,140,6,17,14,95
17030205,38,6,29,26,0,0,14,16
12470705,100,26,61,54,0,6,14,19
12210311,83,18,42,106,5,6,14,134
14390209,33,16,31,36,0,0,14,39
2190917,144,41,102,82,0,8,14,76
6260211,84,49,164,136,0,12,14,64
8050601,99,16,77,72,0,4,14,37
4020118,42,7,73,68,0,4,14,29
2360209,29,15,60,86,0,7,14,24
19030201,60,21,60,102,0,8,14,50
2190515,106,27,111,24,0,13,14,35
12630401,73,48,117,118,0,24,14,50
2191103,89,37,179,104,0,5,14,82
18520102,15,0,51,60,9,7,14,50
5010103,68,12,50,72,0,10,14,46
16380105,53,21,75,88,6,12,14,52
7020309,53,18,34,38,0,0,14,26
1360206,47,27,79,82,0,0,14,42
7220605,69,77,153,138,0,4,14,88
8061505,45,16,63,42,0,5,14,35
4020505,25,31,43,58,0,6,14,46
12630403,60,33,64,70,10,6,14,56
4120603,48,26,42,66,8,8,14,48
2191913,64,22,97,78,7,8,14,29
2360105,52,32,55,76,6,11,14,48
18130106,66,19,97,82,21,13,14,71
5010604,16,0,30,134,5,14,14,161
19022063,26,19,33,18,9,4,14,26
18410205,14,9,66,54,4,4,14,44
7060208,96,25,143,108,9,7,14,45
20030106,22,12,55,64,0,8,14,83
7060111,50,24,17,252,10,15,14,208
6240308,111,25,138,106,14,27,14,90
15150107,16,6,45,26,6,4,14,39
11032723,156,60,114,114,9,18,14,87
8070302,64,35,33,98,7,20,14,82
2360504,35,28,55,44,0,0,14,32
3013004,72,31,120,76,0,8,14,75
14450201,89,51,79,56,4,9,14,66
15540104,62,28,90,60,9,15,14,57
2200504,95,58,101,82,0,7,14,61
4230201,26,30,51,62,0,8,15,46
4290103,15,22,45,46,0,9,15,32
9190116,63,38,65,70,12,14,15,49
3013303,82,46,100,80,14,15,15,136
3012307,65,15,19,218,8,15,15,438
19023103,38,30,75,46,4,19,15,41
5010101,120,30,188,118,9,16,15,64
16012318,65,0,245,10,0,0,15,16
12010104,91,12,109,174,7,8,15,151
18370304,69,15,90,88,9,10,15,61
2190918,65,31,62,110,0,13,15,97
6021038,79,44,163,106,0,14,15,31
8061205,58,46,41,62,0,10,15,66
7280110,105,21,79,80,0,11,15,86
6021042,86,43,103,104,6,19,15,30
5020203,37,10,68,66,0,6,15,115
15050301,21,9,0,92,0,6,15,127
5120202,30,13,30,34,0,9,15,29
7020310,89,30,103,72,6,9,15,56
10170305,67,33,116,108,13,21,15,51
4120126,37,36,51,88,5,0,15,67
12630110,54,28,40,100,0,5,15,49
2210109,48,31,73,80,0,9,15,70
7010707,6,16,34,66,8,11,15,55
15110103,0,12,35,38,0,0,15,36
12110109,73,18,67,54,8,0,15,31
8061803,70,13,98,64,0,0,15,26
4030904,33,6,71,36,0,6,15,10
2191204,100,46,141,90,4,6,15,52
2310702,65,9,48,46,9,8,15,61
16530402,126,49,185,148,0,28,15,86
2360501,64,16,63,88,6,16,15,82
19023002,78,54,73,64,0,14,15,62
2190113,98,9,8,42,10,8,15,58
14010305,47,17,80,48,5,8,15,45
2310302,78,40,84,60,0,8,15,40
8050306,119,37,124,120,18,8,15,74
8050901,166,43,230,154,10,8,15,174
15040306,66,56,69,182,10,10,15,272
8210208,21,0,25,42,0,0,15,21
4120124,29,0,21,46,0,0,15,30
11491014,89,27,91,88,0,0,15,31
6260801,54,38,63,84,4,4,15,39
9065102,11,0,16,70,4,8,15,130
8060603,44,12,37,74,0,9,15,39
16014202,101,46,51,86,4,16,15,111
4030602,63,49,91,120,11,20,15,51
19022035,144,46,170,158,12,20,15,108
18040717,32,9,71,22,0,0,15,11
16350201,34,37,62,70,5,8,15,44
6220105,24,12,41,64,4,9,15,54
2140103,99,10,73,74,6,16,15,68
11032711,24,11,64,26,0,4,15,88
2191213,164,14,87,26,0,4,15,19
9260206,69,16,81,74,4,5,15,35
16530603,65,26,43,66,7,8,15,47
19170203,16,9,19,54,0,9,15,33
9062205,57,26,118,72,8,10,15,37
11032305,151,68,174,200,0,22,15,137
19170103,29,0,30,34,0,0,15,78
12420110,17,0,59,34,0,8,15,47
14010310,32,32,43,54,0,8,15,48
2192207,15,45,52,66,0,11,15,50
16011306,29,9,0,90,0,0,15,272
8070501,59,12,29,98,0,8,15,185
8070602,66,21,95,118,9,8,15,33
1040508,70,43,64,134,11,10,15,127
15040603,101,40,81,94,11,4,15,47
5280313,67,38,100,82,0,15,15,63
4200504,27,12,33,66,9,16,15,65
20110106,15,42,15,8,7,20,15,18
4121105,95,55,163,254,12,26,15,92
12560103,27,24,70,42,0,0,15,28
12190102,56,9,88,64,0,5,15,39
9260219,141,27,112,106,17,12,15,63
5280301,46,36,83,70,0,0,15,47
15250104,58,39,125,56,0,6,15,35
7041306,48,32,67,72,0,6,15,38
11460307,47,12,46,42,0,9,15,41
2280403,80,46,100,78,0,9,15,42
3010703,125,31,111,184,4,17,15,288
12530307,41,12,27,38,0,4,15,23
16011308,46,4,7,124,0,7,15,315
4121303,30,18,51,80,0,10,15,55
6050205,52,79,48,96,4,11,15,45
4190202,25,14,43,74,0,14,15,45
12010631,61,6,34,214,4,24,15,281
3013411,88,35,131,70,0,9,15,68
9260208,74,31,75,84,6,12,15,65
12280306,63,60,108,88,0,14,15,46
12530407,82,28,87,94,0,14,15,51
15200208,147,34,129,146,17,37,15,187
17110109,23,12,22,20,0,0,15,18
2210103,53,28,67,64,5,10,15,56
15390302,55,19,46,44,4,11,15,38
10180115,97,26,98,102,11,15,15,80
18500113,75,49,71,44,4,17,15,51
8050609,51,28,97,124,8,8,15,30
4030909,47,10,63,42,0,6,15,39
8220201,94,27,80,94,4,21,15,50
9010202,50,14,25,24,0,11,15,96
4180205,34,37,74,134,13,11,15,120
15280206,93,25,79,74,0,17,15,55
14160304,34,30,56,64,0,0,15,38
8070208,47,30,72,78,9,6,15,47
14490201,75,14,103,88,0,10,15,113
5021107,37,20,56,72,0,11,15,43
2310301,60,16,78,60,0,13,15,129
4190303,43,42,48,100,7,4,15,49
16015231,31,41,97,82,0,5,15,28
10370404,35,10,31,28,0,6,15,28
19310104,18,22,38,32,7,6,15,37
15390410,63,76,71,110,0,8,15,55
4280401,30,10,25,68,5,13,15,50
9064301,102,40,107,94,5,17,15,57
17180201,49,13,46,64,0,12,15,33
15200201,42,41,28,66,0,9,15,25
4120402,17,27,43,112,11,16,15,143
8051107,53,19,73,72,13,24,15,77
8140404,78,41,124,142,7,26,15,104
9065104,17,13,0,36,7,4,15,115
2140203,45,18,77,64,0,8,15,59
5420201,69,19,59,92,0,14,15,93
16011602,84,35,83,128,7,14,15,99
12010633,91,23,30,134,8,14,15,217
18670104,27,35,101,92,10,16,15,58
7090203,37,7,8,70,14,8,15,101
6021046,60,23,77,92,0,11,15,23
1110104,36,39,44,126,0,15,15,80
12460302,58,29,71,62,9,0,15,42
5150109,51,55,83,110,0,6,15,73
12440205,189,55,190,104,14,14,15,66
15340201,41,15,28,72,0,6,15,34
7140201,118,40,148,178,7,24,15,121
2140217,30,25,78,88,0,9,15,46
1180102,39,28,75,74,11,0,14,47
8050207,56,40,68,92,0,5,14,32
1053103,68,27,43,58,7,10,14,40
5210201,20,9,38,76,0,10,14,31
16640112,34,34,54,44,0,13,14,29
4170108,0,12,22,28,0,6,14,25
4200406,31,0,11,42,0,6,14,27
16014207,84,36,86,142,0,9,14,101
3012105,82,11,15,282,34,13,14,425
4200505,31,9,22,94,8,13,14,50
1050110,44,32,52,116,4,17,14,195
15670105,59,49,66,66,0,6,14,36
12160102,242,28,142,128,13,9,14,61
19250105,35,23,42,38,9,12,14,42
2360106,105,57,94,114,8,13,14,95
19020412,107,42,99,98,0,14,14,70
1240102,83,34,88,92,10,16,14,60
11490601,56,23,115,120,7,16,14,60
9040208,31,45,78,158,0,6,14,135
12010620,114,55,74,170,11,14,14,165
12011302,44,26,46,60,0,0,14,37
2330407,60,54,91,72,0,0,14,59
10180208,51,15,71,42,0,4,14,32
5280204,57,31,77,104,10,4,14,62
19170102,0,12,0,46,0,7,14,30
18041003,62,9,92,52,0,7,14,24
11210301,148,31,114,78,6,10,14,39
1040212,23,9,44,48,0,0,14,28
1280116,27,9,26,50,0,0,14,19
4300208,34,17,76,64,0,0,14,51
11010505,0,22,25,32,0,0,14,22
8140506,12,38,47,78,0,4,14,41
11460208,181,62,128,104,6,0,14,41
1040102,19,25,21,40,6,8,14,103
16015210,87,28,125,126,8,8,14,89
2191605,60,19,114,46,10,9,14,58
1061804,53,21,54,128,14,22,14,112
11060401,17,10,11,24,0,0,14,7
15570101,41,9,13,50,0,0,14,34
2310712,73,47,167,88,0,0,14,29
4020101,57,31,77,96,0,6,14,33
8060106,46,0,40,78,7,8,14,196
19420209,48,17,48,52,4,10,14,56
17140407,79,43,150,186,9,10,14,77
15050801,45,21,56,88,19,11,14,104
14390309,105,24,104,126,12,19,14,114
16012217,46,10,142,58,4,0,14,38
4280307,46,30,45,64,0,0,14,64
17140405,106,28,158,110,8,0,14,60
2270105,129,60,121,120,12,15,14,84
16012108,45,9,32,44,0,0,14,53
10010306,51,31,38,58,0,5,14,6
5010704,66,29,72,100,0,10,14,32
7041310,62,7,22,78,24,11,14,103
5400103,39,25,67,68,7,13,14,49
19330111,23,17,22,36,6,0,14,25
2190404,62,25,85,54,4,0,14,24
6200204,0,13,16,30,0,6,14,24
4230307,27,19,38,70,4,9,14,46
2290304,69,36,95,34,0,12,14,65
6050906,24,31,24,54,0,14,14,81
18680208,0,6,17,18,7,0,14,20
11060902,46,29,63,60,0,0,14,23
8051101,34,13,47,48,0,7,14,25
17500102,85,25,57,60,0,4,14,31
2191407,46,21,30,44,5,7,14,125
8220102,40,45,57,104,12,12,14,52
11030305,49,7,55,58,0,0,15,53
20200302,31,28,4,48,13,17,15,59
15051106,102,34,76,86,12,0,15,37
5140107,37,16,55,46,0,4,15,81
2130603,51,37,59,66,0,4,15,49
2191616,54,22,49,44,7,8,15,73
19130208,82,21,61,102,9,8,15,81
12010619,31,29,43,82,0,10,15,174
11490504,62,35,55,72,10,11,15,55
19130102,49,43,32,98,8,15,15,74
4280501,10,16,40,44,0,0,15,37
7110207,39,28,45,88,4,8,15,86
16014303,26,6,40,124,7,8,15,185
1250105,27,18,55,82,5,9,15,174
17140303,18,10,36,26,0,0,15,27
7091505,13,14,0,20,0,10,15,11
19220101,30,16,75,50,0,11,15,43
4250301,23,18,25,50,0,12,15,42
18590105,52,19,57,92,6,6,15,58
11030105,41,15,29,188,0,6,15,141
10180201,96,29,70,86,0,0,15,67
5420301,25,24,35,44,0,6,15,47
6020128,40,6,26,146,11,7,15,157
3010708,39,16,18,90,0,8,15,144
16017218,111,13,80,102,8,12,15,118
18330206,46,25,40,112,12,18,15,203
2260101,102,75,133,146,8,19,15,90
16640105,48,34,90,96,10,0,15,49
2190117,22,0,0,20,0,4,15,56
4190104,42,15,55,88,0,8,15,70
18330103,30,42,78,88,0,10,15,46
12010107,78,17,80,122,6,17,15,170
2190309,176,37,159,26,0,20,15,36
11110115,98,47,109,104,19,9,15,80
20040304,77,38,104,64,14,24,14,94
11420201,53,28,114,66,0,0,14,33
11210110,75,31,94,92,0,4,14,35
16620109,63,25,61,64,0,8,14,41
12240611,34,15,94,74,0,9,14,36
4340102,14,8,14,24,0,0,15,21
2201210,75,23,106,38,8,0,15,34
11031741,100,10,85,110,4,0,15,66
16012204,68,22,67,98,12,6,15,98
2190508,51,41,190,104,0,6,15,46
8060513,157,51,214,176,18,11,15,99
7160203,83,22,139,76,5,12,15,49
9040302,93,42,61,94,7,15,15,72
8210206,48,23,75,102,0,4,15,57
16530702,104,39,75,64,0,16,15,34
6020131,120,52,145,126,5,4,15,68
2190409,55,26,182,72,9,8,15,45
16200208,69,29,79,78,0,8,15,56
6021051,115,33,204,114,8,9,15,45
2200205,175,83,221,184,5,16,15,140
16015108,130,27,137,326,4,29,15,355
9370208,60,13,79,76,7,0,15,40
